pflanzen_id,deutscher_name,kategorie,aktivitaet,phase_von,phase_bis,monat_von,monat_bis,laufend,hinweis,quelle
KR000207,Mais,Nutzung,Ernte,5,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000207,Mais,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000207,Mais,Pflege,Düngung,4,5,,,1,v.a. Starkzehrer in der Hauptwachstumszeit,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000207,Mais,Pflege,Pflege (allgemein),,,,,1,Wärmeliebend; nach den letzten Frösten auspflanzen; regelmäßig düngen und gleichmäßig wässern,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000208,Artischocke,Anbau,Vorkultur,1,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000208,Artischocke,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000208,Artischocke,Nutzung,Ernte,5,7,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000208,Artischocke,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000208,Artischocke,Pflege,Düngung,4,5,,,1,v.a. Starkzehrer in der Hauptwachstumszeit,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000208,Artischocke,Pflege,Pflege (allgemein),,,,,1,Mehrjährig; kräftig düngen; Blütenknospen rechtzeitig ernten,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000209,Karde,Anbau,Vorkultur,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000209,Karde,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000209,Karde,Anbau,Pflanzung,3,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000209,Karde,Nutzung,Ernte,5,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000209,Karde,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000209,Karde,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000209,Karde,Pflege,Pflege (allgemein),,,,,1,Gleichmäßig feucht halten; Blatt-/Stielernte laufend möglich; bei Stauden Rückschnitt nach Ernte,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000210,Gartenerbse,Anbau,Aussaat,3,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000210,Gartenerbse,Nutzung,Ernte,5,7,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000210,Gartenerbse,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000210,Gartenerbse,Pflege,Pflege (allgemein),,,,,1,Direktsaat bevorzugt; Rankhilfe bei Kletterarten; gleichmäßig feucht zur Blüte/Schotenbildung,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000211,Zuckererbse,Anbau,Aussaat,3,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000211,Zuckererbse,Nutzung,Ernte,5,7,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000211,Zuckererbse,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000211,Zuckererbse,Pflege,Pflege (allgemein),,,,,1,Direktsaat bevorzugt; Rankhilfe bei Kletterarten; gleichmäßig feucht zur Blüte/Schotenbildung,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000212,Buschbohne,Anbau,Aussaat,3,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000212,Buschbohne,Nutzung,Ernte,5,7,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000212,Buschbohne,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000212,Buschbohne,Pflege,Pflege (allgemein),,,,,1,Direktsaat bevorzugt; Rankhilfe bei Kletterarten; gleichmäßig feucht zur Blüte/Schotenbildung,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000213,Stangenbohne,Anbau,Aussaat,3,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000213,Stangenbohne,Nutzung,Ernte,5,7,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000213,Stangenbohne,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000213,Stangenbohne,Pflege,Pflege (allgemein),,,,,1,Direktsaat bevorzugt; Rankhilfe bei Kletterarten; gleichmäßig feucht zur Blüte/Schotenbildung,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000214,Feuerbohne,Anbau,Aussaat,3,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000214,Feuerbohne,Nutzung,Ernte,5,7,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000214,Feuerbohne,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000214,Feuerbohne,Pflege,Pflege (allgemein),,,,,1,Direktsaat bevorzugt; Rankhilfe bei Kletterarten; gleichmäßig feucht zur Blüte/Schotenbildung,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000215,Dicke Bohne,Anbau,Aussaat,3,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000215,Dicke Bohne,Nutzung,Ernte,5,7,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000215,Dicke Bohne,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000215,Dicke Bohne,Pflege,Pflege (allgemein),,,,,1,Direktsaat bevorzugt; Rankhilfe bei Kletterarten; gleichmäßig feucht zur Blüte/Schotenbildung,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000216,Linse,Anbau,Aussaat,3,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000216,Linse,Nutzung,Ernte,5,7,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000216,Linse,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000216,Linse,Pflege,Pflege (allgemein),,,,,1,Direktsaat bevorzugt; Rankhilfe bei Kletterarten; gleichmäßig feucht zur Blüte/Schotenbildung,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000217,Kichererbse,Anbau,Aussaat,3,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000217,Kichererbse,Nutzung,Ernte,5,7,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000217,Kichererbse,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000217,Kichererbse,Pflege,Pflege (allgemein),,,,,1,Direktsaat bevorzugt; Rankhilfe bei Kletterarten; gleichmäßig feucht zur Blüte/Schotenbildung,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000218,Sojabohne,Anbau,Aussaat,3,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000218,Sojabohne,Nutzung,Ernte,5,7,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000218,Sojabohne,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000218,Sojabohne,Pflege,Pflege (allgemein),,,,,1,Direktsaat bevorzugt; Rankhilfe bei Kletterarten; gleichmäßig feucht zur Blüte/Schotenbildung,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000219,Lupine,Anbau,Aussaat,3,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000219,Lupine,Nutzung,Ernte,5,7,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000219,Lupine,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000219,Lupine,Pflege,Pflege (allgemein),,,,,1,Direktsaat bevorzugt; Rankhilfe bei Kletterarten; gleichmäßig feucht zur Blüte/Schotenbildung,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000220,Erdnuss,Anbau,Aussaat,3,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000220,Erdnuss,Nutzung,Ernte,5,7,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000220,Erdnuss,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000220,Erdnuss,Pflege,Pflege (allgemein),,,,,1,Direktsaat bevorzugt; Rankhilfe bei Kletterarten; gleichmäßig feucht zur Blüte/Schotenbildung,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000221,Ingwer,Anbau,Vorkultur,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000221,Ingwer,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000221,Ingwer,Anbau,Pflanzung,4,5,,,0,ab Mai,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000221,Ingwer,Nutzung,Ernte,5,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000221,Ingwer,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000221,Ingwer,Pflege,Pflege (allgemein),,,,,1,Wärmeliebende Arten warm vorziehen; regelmäßig beernten; Samen/Früchte je nach Art ausreifen lassen; frostempfindliche Arten schützen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000221,Ingwer,Pflege,Winterschutz,9,10,,,0,frostempfindlich – vor Frost schützen/einräumen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000222,Kurkuma,Anbau,Vorkultur,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000222,Kurkuma,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000222,Kurkuma,Anbau,Pflanzung,4,5,,,0,ab Mai,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000222,Kurkuma,Nutzung,Ernte,5,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000222,Kurkuma,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000222,Kurkuma,Pflege,Pflege (allgemein),,,,,1,Wärmeliebende Arten warm vorziehen; regelmäßig beernten; Samen/Früchte je nach Art ausreifen lassen; frostempfindliche Arten schützen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000222,Kurkuma,Pflege,Winterschutz,9,10,,,0,frostempfindlich – vor Frost schützen/einräumen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000229,Szechuanpfeffer,Anbau,Vorkultur,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000229,Szechuanpfeffer,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000229,Szechuanpfeffer,Anbau,Pflanzung,4,5,,,0,ab Mai,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000229,Szechuanpfeffer,Nutzung,Ernte,5,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000229,Szechuanpfeffer,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000229,Szechuanpfeffer,Pflege,Pflege (allgemein),,,,,1,Wärmeliebende Arten warm vorziehen; regelmäßig beernten; Samen/Früchte je nach Art ausreifen lassen; frostempfindliche Arten schützen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000229,Szechuanpfeffer,Pflege,Winterschutz,9,10,,,0,frostempfindlich – vor Frost schützen/einräumen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000237,Safran,Anbau,Vorkultur,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000237,Safran,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000237,Safran,Anbau,Pflanzung,4,5,,,0,ab Mai,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000237,Safran,Nutzung,Ernte,5,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000237,Safran,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000237,Safran,Pflege,Pflege (allgemein),,,,,1,Wärmeliebende Arten warm vorziehen; regelmäßig beernten; Samen/Früchte je nach Art ausreifen lassen; frostempfindliche Arten schützen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000237,Safran,Pflege,Winterschutz,9,10,,,0,frostempfindlich – vor Frost schützen/einräumen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000238,Sesam,Anbau,Vorkultur,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000238,Sesam,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000238,Sesam,Anbau,Pflanzung,4,5,,,0,ab Mai,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000238,Sesam,Nutzung,Ernte,5,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000238,Sesam,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000238,Sesam,Pflege,Pflege (allgemein),,,,,1,Wärmeliebende Arten warm vorziehen; regelmäßig beernten; Samen/Früchte je nach Art ausreifen lassen; frostempfindliche Arten schützen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000239,Mohn,Anbau,Vorkultur,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000239,Mohn,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000239,Mohn,Anbau,Pflanzung,4,5,,,0,ab Mai,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000239,Mohn,Nutzung,Ernte,5,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000239,Mohn,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000239,Mohn,Pflege,Pflege (allgemein),,,,,1,Wärmeliebende Arten warm vorziehen; regelmäßig beernten; Samen/Früchte je nach Art ausreifen lassen; frostempfindliche Arten schützen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000243,Tee,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000243,Tee,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000243,Tee,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000243,Tee,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000243,Tee,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000243,Tee,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000243,Tee,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000243,Tee,Pflege,Winterschutz,9,10,,,0,frostempfindlich – vor Frost schützen/einräumen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000247,Langer Koriander,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000247,Langer Koriander,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000247,Langer Koriander,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000247,Langer Koriander,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000247,Langer Koriander,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000247,Langer Koriander,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000247,Langer Koriander,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000247,Langer Koriander,Pflege,Winterschutz,9,10,,,0,frostempfindlich – vor Frost schützen/einräumen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000248,Epazote,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000248,Epazote,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000248,Epazote,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000248,Epazote,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000248,Epazote,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000248,Epazote,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000248,Epazote,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000249,Papalo,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000249,Papalo,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000249,Papalo,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000249,Papalo,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000249,Papalo,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000249,Papalo,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000249,Papalo,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000250,Hoja Santa,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000250,Hoja Santa,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000250,Hoja Santa,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000250,Hoja Santa,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000250,Hoja Santa,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000250,Hoja Santa,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000250,Hoja Santa,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000250,Hoja Santa,Pflege,Winterschutz,9,10,,,0,frostempfindlich – vor Frost schützen/einräumen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000252,Asiatischer Wassernabel,Anbau,Aussaat,2,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000252,Asiatischer Wassernabel,Anbau,Pflanzung,3,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000252,Asiatischer Wassernabel,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000252,Asiatischer Wassernabel,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000252,Asiatischer Wassernabel,Pflege,Pflege (allgemein),,,,,1,Satzweise aussäen; gleichmäßig feucht halten; junge Blätter laufend ernten; bei Hitze/Schossen beachten,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000252,Asiatischer Wassernabel,Pflege,Winterschutz,9,10,,,0,frostempfindlich – vor Frost schützen/einräumen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000253,Heiliger Koriander,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000253,Heiliger Koriander,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000253,Heiliger Koriander,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000253,Heiliger Koriander,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000253,Heiliger Koriander,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000253,Heiliger Koriander,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
